,sents,name,href,sent_without
6991,"Батюшка, жениться хочу, матушка, жениться хочу!",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,батюшка жениться хочу матушка жениться хочу 
6992,— говорил добрый молодец.,Худая жена,https://skazki-pesni.ru/hudaya-zhena/, говорил добрый молодец 
6993,"— Женись, дитятко!",Худая жена,https://skazki-pesni.ru/hudaya-zhena/, женись дитятко 
6994,"И женился, выбрал себе худую жену: понравилась сатана лучше ясного сокола, и пенять не на кого, сам себе виноват!",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,и женился выбрал себе худую жену понравилась сатана лучше ясного сокола и пенять не на кого сам себе виноват 
6995,Живет с нею и кулаком слезы утирает.,Худая жена,https://skazki-pesni.ru/hudaya-zhena/,живет с нею и кулаком слезы утирает 
6996,"Пошел раз на сходку, где судят да рядят; постоял там и воротился домой.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,пошел раз на сходку где судят да рядят постоял там и воротился домой 
6997,"— Где был, — спросила жена, — что слышал?",Худая жена,https://skazki-pesni.ru/hudaya-zhena/, где был спросила жена что слышал 
6998,"— Да говорят: новый царь настал, новый указ наслал, чтоб жены мужьями повелевали.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/, да говорят новый царь настал новый указ наслал чтоб жены мужьями повелевали 
6999,"Он думал пошутить, а она запомнила.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,он думал пошутить а она запомнила 
7000,"— Ступай, — говорит, — на речку рубахи мыть, да возьми веник — избу подмети, да сядь к люльке — дитя качай, да щи, кашу свари, пироги замеси!",Худая жена,https://skazki-pesni.ru/hudaya-zhena/, ступай говорит на речку рубахи мыть да возьми веник избу подмети да сядь к люльке дитя качай да щи кашу свари пироги замеси 
7001,"Муж хотел было молвить: «Что ты, баба!",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,муж хотел было молвить что ты баба 
7002,"Мужицкое ли это дело?» Да как взглянул на нее — холодом облило, язык к горлу пристал.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,мужицкое ли это дело да как взглянул на нее холодом облило язык к горлу пристал 
7003,"Потащил белье, замесил пироги, в избе прибрал — и ничем не угодил.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,потащил белье замесил пироги в избе прибрал и ничем не угодил 
7004,"Прошел год и другой; наскучила добру молодцу такая жизнь, да что делать?",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,прошел год и другой наскучила добру молодцу такая жизнь да что делать 
7005,С горя выгадал выгадку.,Худая жена,https://skazki-pesni.ru/hudaya-zhena/,с горя выгадал выгадку 
7006,"Была в лесу яма глубокая, конца-дна не видать; взял он — заклал ее сверху палочками, затрусил соломкою; приходит к жене и сказывает: — Ты не знаешь, жена, как в лесу-то клад есть — и звенит, и гремит, и золотом рассыпается, а в руки никак не дается; я подошел было к нему, нос с носом стоял, дак мне не дался — посылай, говорит, жену!",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,была в лесу яма глубокая конца-дна не видать взял он заклал ее сверху палочками затрусил соломкою приходит к жене и сказывает ты не знаешь жена как в лесу-то клад есть и звенит и гремит и золотом рассыпается а в руки никак не дается я подошел было к нему нос с носом стоял дак мне не дался посылай говорит жену 
7007,"— Ну, пойдем, пойдем!",Худая жена,https://skazki-pesni.ru/hudaya-zhena/, ну пойдем пойдем 
7008,Пошли в лес.,Худая жена,https://skazki-pesni.ru/hudaya-zhena/,пошли в лес 
7009,— Тише!,Худая жена,https://skazki-pesni.ru/hudaya-zhena/, тише 
7010,"Тут провальная земля, отсюда клад выйдет.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,тут провальная земля отсюда клад выйдет 
7011,"— Ах ты, дурень мужик!",Худая жена,https://skazki-pesni.ru/hudaya-zhena/, ах ты дурень мужик 
7012,Всего боишься.,Худая жена,https://skazki-pesni.ru/hudaya-zhena/,всего боишься 
7013,Вот как я-то прыгну!,Худая жена,https://skazki-pesni.ru/hudaya-zhena/,вот как я-то прыгну 
7014,Прыгнула на солому и провалилась в яму.,Худая жена,https://skazki-pesni.ru/hudaya-zhena/,прыгнула на солому и провалилась в яму 
7015,"— Ну, ступай!",Худая жена,https://skazki-pesni.ru/hudaya-zhena/, ну ступай 
7016,— молвил муж.,Худая жена,https://skazki-pesni.ru/hudaya-zhena/, молвил муж 
7017,— Я теперь отдохну.,Худая жена,https://skazki-pesni.ru/hudaya-zhena/, я теперь отдохну 
7018,"Отдыхал он месяц и другой, а там и скучно стало без жены.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,отдыхал он месяц и другой а там и скучно стало без жены 
7019,"Выйдет в лес, выйдет в поле, подойдет к речке — все об ней думает: «Может, стала она и тиха и смирна; дай-ка выну опять!» Навязал коробью, опустил под землю; слышит — села, тянет вверх, вот и близко… глядит, ан в коробье чертенок сидит!",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,выйдет в лес выйдет в поле подойдет к речке все об ней думает может стала она и тиха и смирна дай-ка выну опять навязал коробью опустил под землю слышит села тянет вверх вот и близко глядит ан в коробье чертенок сидит 
7020,"Мужик испугался, чуть веревки из рук не выпустил.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,мужик испугался чуть веревки из рук не выпустил 
7021,"Взмолился чертенок, закричал ему вслух: — Вынь меня, мужичок!",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,взмолился чертенок закричал ему вслух вынь меня мужичок 
7022,"Твоя жена всех нас замучила, загоняла.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,твоя жена всех нас замучила загоняла 
7023,"Повелишь что творить, стану тебе вечно служить; вот хоть сейчас побегу в боярские хоромы, мигом заварю кашу, буду днем и ночью стучать да бояр выживать, а ты скажись знахарем, приди, закричи на меня — я выскочу и уйду.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,повелишь что творить стану тебе вечно служить вот хоть сейчас побегу в боярские хоромы мигом заварю кашу буду днем и ночью стучать да бояр выживать а ты скажись знахарем приди закричи на меня я выскочу и уйду 
7024,"Ну, ты и греби деньги лопатою!",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,ну ты и греби деньги лопатою 
7025,"Мужик вытащил коробью; чертенок выпрыгнул, отряхнулся — и поминай как звали!",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,мужик вытащил коробью чертенок выпрыгнул отряхнулся и поминай как звали 
7026,В тот же день в боярском дому все пошло наизворот.,Худая жена,https://skazki-pesni.ru/hudaya-zhena/,в тот же день в боярском дому все пошло наизворот 
7027,"Стали искать доку: добрый молодец вызвался докою, выгнал черта и получил плату хорошую.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,стали искать доку добрый молодец вызвался докою выгнал черта и получил плату хорошую 
7028,"Скоро пронесся слух, что у князя во дворце, в высоком тереме завелись домовые и не дают княжнам покою.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,скоро пронесся слух что у князя во дворце в высоком тереме завелись домовые и не дают княжнам покою 
7029,Из конца в конец разослали по всей земле гонцов звать-собирать знахарей.,Худая жена,https://skazki-pesni.ru/hudaya-zhena/,из конца в конец разослали по всей земле гонцов звать-собирать знахарей 
7030,"Со всех царств собрали — нет проку, домовые стучат и гремят.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,со всех царств собрали нет проку домовые стучат и гремят 
7031,"Пришел и наш дока, узнал старого знакомого, стал на чертенка и кричать и плевать; чертенок и не думает бежать, полюбилось ему в княжем терему жить.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,пришел и наш дока узнал старого знакомого стал на чертенка и кричать и плевать чертенок и не думает бежать полюбилось ему в княжем терему жить 
7032,"— Погоди ж, когда так!",Худая жена,https://skazki-pesni.ru/hudaya-zhena/, погоди ж когда так 
7033,— закричал дока.,Худая жена,https://skazki-pesni.ru/hudaya-zhena/, закричал дока 
7034,"— Эй, жена!",Худая жена,https://skazki-pesni.ru/hudaya-zhena/, эй жена 
7035,Поди сюда.,Худая жена,https://skazki-pesni.ru/hudaya-zhena/,поди сюда 
7036,Тут чертенок не высидел и со всех ног махнул из-за печки вон.,Худая жена,https://skazki-pesni.ru/hudaya-zhena/,тут чертенок не высидел и со всех ног махнул из-за печки вон 
7037,"Доке честь, доке слава, дока деньги гребет; но недаром говорят, что и в самом раю тошно жить одному.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,доке честь доке слава дока деньги гребет но недаром говорят что и в самом раю тошно жить одному 
7038,"Сгрустнулось добру молодцу, и пошел опять жену искать.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,сгрустнулось добру молодцу и пошел опять жену искать 
7039,"Навязал коробью и опустил в яму: баба села, он и потащил ее кверху.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,навязал коробью и опустил в яму баба села он и потащил ее кверху 
7040,Вот уж близко!,Худая жена,https://skazki-pesni.ru/hudaya-zhena/,вот уж близко 
7041,"Баба вверх подымается, а сама зубом скрипит да кулаками грозит.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,баба вверх подымается а сама зубом скрипит да кулаками грозит 
7042,"Со страстей затряслись у мужа руки, сорвалась коробья — и загремела жена по-прежнему вниз, в яму.",Худая жена,https://skazki-pesni.ru/hudaya-zhena/,со страстей затряслись у мужа руки сорвалась коробья и загремела жена по-прежнему вниз в яму 
7043,"В некотором царстве, в некотором государстве жил-был царь.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,в некотором царстве в некотором государстве жил-был царь 
7044,Поехал он раз свои земли осматривать да и потерял где-то именной перстень.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,поехал он раз свои земли осматривать да и потерял где-то именной перстень 
7045,"Как вернулся царь в свой столичный город, тот час же приказал оповестить всех жителей.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,как вернулся царь в свой столичный город тот час же приказал оповестить всех жителей 
7046,"Кто найдёт царский именной перстень и доставит его царю, тому большая награда будет.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,кто найдёт царский именной перстень и доставит его царю тому большая награда будет 
7047,"Не пожалеет царь ни серебра, ни золота.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,не пожалеет царь ни серебра ни золота 
7048,И посчастливилось найти тот перстень простому солдату.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,и посчастливилось найти тот перстень простому солдату 
7049,"Поднял он перстень, положил на ладонь, стоит и раздумывает.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,поднял он перстень положил на ладонь стоит и раздумывает 
7050,Как мне теперь быть?,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,как мне теперь быть 
7051,"Если в полку объявить, пойдёт дело по начальству.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,если в полку объявить пойдёт дело по начальству 
7052,"От младшего к среднему, от среднего к старшему.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,от младшего к среднему от среднего к старшему 
7053,Когда-то ещё до царя дойдёт.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,когда-то ещё до царя дойдёт 
7054,Эдак не скоро конца дождёшься.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,эдак не скоро конца дождёшься 
7055,Да гляди ещё и перстень по дороге у кого-нибудь к рукам прилипнет.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,да гляди ещё и перстень по дороге у кого-нибудь к рукам прилипнет 
7056,Тогда ищи-свищи.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,тогда ищи-свищи 
7057,Дай-ка я лучше сам пойду к царю.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,дай-ка я лучше сам пойду к царю 
7058,Зашагал солдат прямо ко дворцу.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,зашагал солдат прямо ко дворцу 
7059,"Загородили часовые у ворот дорогу штыками, спрашивают: — Ты куда?",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,загородили часовые у ворот дорогу штыками спрашивают ты куда 
7060,"— Да вот, братцы, нашёл царский перстень именной, хочу царю в руки отдать.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, да вот братцы нашёл царский перстень именной хочу царю в руки отдать 
7061,Часовые штыки подняли и пропустили.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,часовые штыки подняли и пропустили 
7062,Добрался солдат до караульных.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,добрался солдат до караульных 
7063,Те его дальше не пускают.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,те его дальше не пускают 
7064,— Чего нужно?,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, чего нужно 
7065,Солдат и говорит.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,солдат и говорит 
7066,"— Именной перстень нашёл, царю несу.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, именной перстень нашёл царю несу 
7067,Караульные его тоже пропустили.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,караульные его тоже пропустили 
7068,Добрался солдат до царских палат.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,добрался солдат до царских палат 
7069,Увидал его вельможа.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,увидал его вельможа 
7070,"Сам важный, нарядный, весь в орденах, так и блестит.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,сам важный нарядный весь в орденах так и блестит 
7071,— Как ты сюда попал?,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, как ты сюда попал 
7072,– спрашивает.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, спрашивает 
7073,"— Так и так, я царский именной перстень нашёл.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, так и так я царский именной перстень нашёл 
7074,Давай его сюда – я передам.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,давай его сюда я передам 
7075,"— Нет, – говорит солдат.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, нет говорит солдат 
7076,Нельзя.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,нельзя 
7077,Только самому царю из рук в руки отдам.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,только самому царю из рук в руки отдам 
7078,— Да я самый главный его придворный.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, да я самый главный его придворный 
7079,— Против того я не спорю.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, против того я не спорю 
7080,А перстень только самому царю отдам.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,а перстень только самому царю отдам 
7081,Обругал его вельможа и ногами затопал.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,обругал его вельможа и ногами затопал 
7082,Только солдат ни в какую.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,только солдат ни в какую 
7083,"Видит вельможа, что испугом солдата не возьмёшь и говорит.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,видит вельможа что испугом солдата не возьмёшь и говорит 
7084,"— Хорошо, я доложу тебе царю.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, хорошо я доложу тебе царю 
7085,Только с уговором.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,только с уговором 
7086,Какую тебе даст награду царь – из той награды половину мне.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,какую тебе даст награду царь из той награды половину мне 
7087,Задумался солдат.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,задумался солдат 
7088,— Немного ль кали будет?,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, немного ль кали будет 
7089,– спрашивает.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, спрашивает 
7090,"— А много, так и не видать тебе царя, как ушей своих.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, а много так и не видать тебе царя как ушей своих 
7091,"Вот в кой-то веки счастье попалось, да и тем делиться велят.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,вот в кой-то веки счастье попалось да и тем делиться велят 
7092,"— Хорошо, — говорит он вельможе.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, хорошо говорит он вельможе 
7093,Отдам вам половину царской награды.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,отдам вам половину царской награды 
7094,"Только дайте мне расписку, что вам половина и мне половина.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,только дайте мне расписку что вам половина и мне половина 
7095,"Вельможа рад, доволен.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,вельможа рад доволен 
7096,"Сам про себя подсчитывает, сколько золота в карман положит.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,сам про себя подсчитывает сколько золота в карман положит 
7097,"Достал он перо, написал расписку и подал солдату.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,достал он перо написал расписку и подал солдату 
7098,После того пошёл он к царю и доложил про солдата.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,после того пошёл он к царю и доложил про солдата 
7099,"Вышел царь, взял у солдата свой перстень именной, стал благодарить его.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,вышел царь взял у солдата свой перстень именной стал благодарить его 
7100,"— Спасибо тебе, служивый, за находку.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, спасибо тебе служивый за находку 
7101,Моё царское слово свято.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,моё царское слово свято 
7102,Получишь ты от меня большую награду.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,получишь ты от меня большую награду 
7103,Кликнул царь своего казначея и говорит.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,кликнул царь своего казначея и говорит 
7104,— Выдать солдату тысячу рублей.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, выдать солдату тысячу рублей 
7105,"Казначей начал было деньги отсчитывать, а солдат не берёт.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,казначей начал было деньги отсчитывать а солдат не берёт 
7106,"— Мне, — говорит, не такая награда нужна.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, мне говорит не такая награда нужна 
7107,А какая же?,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,а какая же 
7108,— Дайте мне лучше тысячу палок в спину.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, дайте мне лучше тысячу палок в спину 
7109,— Что ты солдат?,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, что ты солдат 
7110,Или ты ум потерял?,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,или ты ум потерял 
7111,"— Ум-то у меня цел, а другой награды мне не надо.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, ум-то у меня цел а другой награды мне не надо 
7112,"Видит царь, не переспорить солдата.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,видит царь не переспорить солдата 
7113,Велел принести палок.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,велел принести палок 
7114,"Стал солдат раздеваться, стал на мундире пуговицы расстегивать.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,стал солдат раздеваться стал на мундире пуговицы расстегивать 
7115,Расстегнул и говорит.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,расстегнул и говорит 
7116,"— А ведь, пожалуй, не хорошо это будет.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, а ведь пожалуй не хорошо это будет 
7117,— Что не хорошо?,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, что не хорошо 
7118,"— Да то, что я хочу первый царскую награду получить.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, да то что я хочу первый царскую награду получить 
7119,Удивился царь.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,удивился царь 
7120,"Я ничего не понимаю, объясни.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,я ничего не понимаю объясни 
7121,Солдат говорит.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,солдат говорит 
7122,— Да ведь у меня дольщик есть.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, да ведь у меня дольщик есть 
7123,— Какой дольщик?,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, какой дольщик 
7124,— Да вот он.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, да вот он 
7125,И показывает на вельможу.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,и показывает на вельможу 
7126,— Он у меня половину твоей награды потребовал.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, он у меня половину твоей награды потребовал 
7127,Без того не хотело до тебя допускать.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,без того не хотело до тебя допускать 
7128,Вельможа кричит: «Врёт солдат.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,вельможа кричит врёт солдат 
7129,Ничего я у него не требовал».,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,ничего я у него не требовал 
7130,"А солдат вынул расписку, показал царю и спрашивает.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,а солдат вынул расписку показал царю и спрашивает 
7131,— А это что?,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, а это что 
7132,Засмеялся царь и говорит.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,засмеялся царь и говорит 
7133,— Ловко ты служивый придумал.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, ловко ты служивый придумал 
7134,Дать вельможе половину нашей награды.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,дать вельможе половину нашей награды 
7135,С царём спорить не будешь.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,с царём спорить не будешь 
7136,Положили вельможу на ковёр и давай палками бить.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,положили вельможу на ковёр и давай палками бить 
7137,А солдат стоит да считает.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,а солдат стоит да считает 
7138,Как насчитал пятьсот палок и говорит.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,как насчитал пятьсот палок и говорит 
7139,— Я человек не жадный.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, я человек не жадный 
7140,А вельможе вашему много надобно.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,а вельможе вашему много надобно 
7141,"Так и быть, пожертвую ему и свою половину.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,так и быть пожертвую ему и свою половину 
7142,"— Ишь, какой ты добрый, — молвил царь.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/, ишь какой ты добрый молвил царь 
7143,"Ну, быть, по-твоему.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,ну быть по-твоему 
7144,И приказал всыпать вельможе ещё пятьсот палок.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,и приказал всыпать вельможе ещё пятьсот палок 
7145,"А как стали отсчитывать последний десяток, солдат боком, боком, да и с царских палат от греха подальше.",Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,а как стали отсчитывать последний десяток солдат боком боком да и с царских палат от греха подальше 
7146,Только его и видели.,Жадный вельможа,https://skazki-pesni.ru/zhadnyj-velmozha/,только его и видели 
7147,"Был-жил мужик, у него было три сына.",Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/,был-жил мужик у него было три сына 
7148,"Жил он богато, собрал два котла денег — один закопал в овине, другой в воротах.",Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/,жил он богато собрал два котла денег один закопал в овине другой в воротах 
7149,"Вот помер этот мужик, а про деньги никому не сказал.",Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/,вот помер этот мужик а про деньги никому не сказал 
7150,"Однажды был на деревне праздник; шел скрипач на гулянку и вдруг провалился сквозь землю; провалился и попал в ад, прямо в то место, где богатый мужик мучился.",Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/,однажды был на деревне праздник шел скрипач на гулянку и вдруг провалился сквозь землю провалился и попал в ад прямо в то место где богатый мужик мучился 
7151,"— Здравствуй, знакомый!",Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/, здравствуй знакомый 
7152,— говорит скрипач.,Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/, говорит скрипач 
7153,Отвечает ему мужик: — Ты неладно попал сюда!,Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/,отвечает ему мужик ты неладно попал сюда 
7154,"Здесь ад, и я в аду сижу.",Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/,здесь ад и я в аду сижу 
7155,"— За что же ты, дядя, сюда угодил?",Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/, за что же ты дядя сюда угодил 
7156,— За деньги!,Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/, за деньги 
7157,"Было у меня денег много, нищим не давал, два котла в землю закопал.",Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/,было у меня денег много нищим не давал два котла в землю закопал 
7158,"Вот сейчас станут меня мучить; палками бить, когтями терзать.",Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/,вот сейчас станут меня мучить палками бить когтями терзать 
7159,— Как же мне-то быть?,Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/, как же мне-то быть 
7160,"Пожалуй, и меня замучают !",Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/,пожалуй и меня замучают 
7161,"— А ты поди, сядь за трубой на печке да три года не ешь — так уцелеешь!",Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/, а ты поди сядь за трубой на печке да три года не ешь так уцелеешь 
7162,"Скрипач спрятался за трубой; пришли не наши, стали богатого мужика бить да приговаривать: — Вот тебе, богач!",Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/,скрипач спрятался за трубой пришли не наши стали богатого мужика бить да приговаривать вот тебе богач 
7163,"Тьму денег накопил, а спрятать не сумел; туда закопал их, что нам сторожить невмоготу!",Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/,тьму денег накопил а спрятать не сумел туда закопал их что нам сторожить невмоготу 
7164,"В воротах бесперечь ездят, лошади нам головы подковами поразбивали, а в овине цепами нас молотят.",Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/,в воротах бесперечь ездят лошади нам головы подковами поразбивали а в овине цепами нас молотят 
7165,"Только ушли не наши, мужик и говорит скрипачу: — Если выйдешь отсюдова, скажи моим детям, чтобы они взяли деньги: один котел у ворот закопан, а другой- в овине, и чтобы роздали их на нищую братию.",Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/,только ушли не наши мужик и говорит скрипачу если выйдешь отсюдова скажи моим детям чтобы они взяли деньги один котел у ворот закопан а другой- в овине и чтобы роздали их на нищую братию 
7166,Потом еще набежала целая изба не наших и спрашивают у богатого мужика: — Что у тебя русским духом пахнет?,Скрипач в аду,https://skazki-pesni.ru/skripach-v-adu/,потом еще набежала целая изба не наших и спрашивают у богатого мужика что у тебя русским духом пахнет 
